Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,5061.0,-207.0,-1.26,273.0,839.0,3.07,118.0,0.72,0
2011,5382.0,-70.0,-0.38,366.0,860.0,2.35,36.0,0.2,66
2012,5817.0,-162.0,-0.87,422.0,738.0,1.75,244.0,1.31,-131
2013,6477.0,-36.0,-0.18,524.0,509.0,0.97,296.0,1.53,77
2014,6865.0,-106.0,-0.53,383.0,660.0,1.72,154.0,0.78,-194
2015,7243.0,-15.0,-0.08,511.0,741.0,1.45,166.0,0.83,85
2016,8353.0,21.0,0.11,598.0,786.0,1.31,425.0,2.08,240
2017,10336.0,8.0,0.04,559.0,474.0,0.85,386.0,1.9,-61
2018,10786.0,90.0,0.47,745.0,443.0,0.59,703.0,3.59,1023
2019,11546.0,118.0,0.49,646.0,838.0,1.3,149.0,0.61,31
