Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2008,6737.0,562.0,1.34,2265.0,0.0,0.0,-279.0,-0.67,0
2009,12731.0,1085.0,2.48,4379.0,14577.0,3.33,-763.0,-1.75,93
2010,14272.0,1323.0,4.14,4928.0,15454.0,3.14,114.0,0.36,21
2011,7031.0,803.0,3.94,3555.0,17543.0,4.93,-573.0,-2.82,-39
2012,17912.0,1782.0,3.25,5960.0,37560.0,6.3,-45.0,-0.08,121
2013,22756.0,2676.0,3.75,8345.0,39550.0,4.74,1133.0,1.59,50
2014,22509.0,1889.0,3.68,8669.0,40346.0,4.65,1381.0,2.7,-29
2015,22371.0,2831.0,4.03,8981.0,42118.0,4.69,2902.0,4.15,49
2016,22743.0,2170.0,4.15,9530.0,49990.0,5.25,380.0,0.73,-23
2017,23565.0,3064.0,4.36,10298.0,54084.0,5.25,-1428.0,-2.03,41
2018,24521.0,2644.0,3.74,9863.0,57497.0,5.83,-2162.0,-3.08,-13
2019,37440.0,4898.0,1.99,16985.0,60950.0,3.59,-2913.0,-1.19,85
