Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2009,2689.0,31.0,0.27,546.0,2711.0,4.97,362.0,3.07,0
2010,2558.0,-94.0,-0.74,368.0,2670.0,7.26,130.0,1.02,-403
2011,2562.0,-70.0,-0.54,422.0,2659.0,6.3,85.0,0.66,25
2012,2565.0,-53.0,-0.41,421.0,2401.0,5.7,225.0,1.74,24
2013,2769.0,24.0,0.19,503.0,2330.0,4.63,101.0,0.78,145
2014,2993.0,202.0,1.53,818.0,1843.0,2.25,63.0,0.48,741
2015,3421.0,220.0,1.65,821.0,1697.0,2.07,238.0,1.79,8
2016,3590.0,418.0,3.14,963.0,1725.0,1.79,316.0,2.38,89
2017,3888.0,599.0,4.54,955.0,2713.0,2.84,203.0,1.54,43
2018,4382.0,514.0,3.85,1103.0,2872.0,2.6,386.0,2.9,-14
2019,4927.0,616.0,4.62,1259.0,2514.0,2.0,622.0,4.68,19
