Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2008,977.0,106.0,1.08,300.0,0.0,0.0,53.0,0.54,0
2009,1479.0,68.0,0.68,454.0,1862.0,4.1,-64.0,-0.65,-35
2010,1813.0,178.0,1.66,679.0,1554.0,2.29,192.0,1.81,161
2011,2096.0,331.0,2.99,790.0,1566.0,1.98,119.0,1.08,85
2012,2237.0,377.0,3.44,915.0,1535.0,1.68,112.0,1.03,13
2013,2367.0,352.0,3.18,954.0,1759.0,1.84,-32.0,-0.29,-6
2014,2575.0,503.0,4.56,1028.0,1952.0,1.9,-90.0,-0.82,42
2015,2417.0,484.0,4.38,1027.0,2265.0,2.21,65.0,0.59,-3
2016,2332.0,479.0,4.43,1048.0,2307.0,2.2,301.0,2.79,-1
2017,2581.0,961.0,9.22,1282.0,2484.0,1.94,383.0,3.68,100
2018,2713.0,627.0,6.13,1342.0,2589.0,1.93,309.0,3.03,-34
2019,2864.0,539.0,5.43,1254.0,3098.0,2.47,510.0,5.15,-14
2020,2921.0,588.0,5.97,1321.0,3153.0,2.39,604.0,6.29,9
