Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2009,47.0,-10.0,-0.25,-1.0,0.0,0.0,3.0,0.07,0
2010,204.0,36.0,0.75,23.0,-82.0,-0.0,25.0,0.52,460
2011,257.0,-1.0,-0.02,21.0,-57.0,-0.0,15.0,0.3,-102
2012,234.0,-111.0,-2.26,-43.0,-31.0,-0.0,15.0,0.31,-11112
2013,303.0,-12.0,-0.24,28.0,-81.0,-0.0,50.0,0.98,89
2014,371.0,-24.0,-0.46,10.0,-86.0,-0.0,44.0,0.83,-100
2015,410.0,-16.0,-0.3,27.0,-114.0,-0.0,23.0,0.42,33
2016,602.0,-145.0,-2.42,-34.0,483.0,0.0,48.0,0.8,-806
2017,982.0,-68.0,-1.0,152.0,486.0,3.2,56.0,0.82,53
2018,983.0,-59.0,-0.85,153.0,453.0,2.96,94.0,1.36,13
