Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,140.0,5.0,0.5,5.0,0.0,0.0,2.0,0.2,0
2011,313.0,12.0,1.2,14.0,-65.0,-0.0,26.0,2.6,116
2012,401.0,11.0,1.56,18.0,-52.0,-0.0,40.0,5.71,-7
2013,534.0,14.0,1.99,22.0,-106.0,-0.0,64.0,9.14,24
2014,635.0,-25.0,-3.58,-41.0,4.0,0.0,64.0,9.14,-259
2015,738.0,24.0,3.43,37.0,-6.0,-0.0,95.0,13.57,204
2016,839.0,18.0,2.57,27.0,-50.0,-0.0,76.0,10.86,-24
2017,918.0,24.0,3.43,35.0,-55.0,-0.0,108.0,15.43,31
2018,938.0,37.0,5.28,40.0,-32.0,-0.0,65.0,9.29,51
2019,940.0,46.0,6.56,55.0,-122.0,-0.0,66.0,9.43,23
2020,941.0,45.0,6.42,54.0,-89.0,-0.0,35.0,5.0,-2
