Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2008,2007.0,67.0,0.3,221.0,2090.0,9.46,275.0,1.23,0
2009,3785.0,862.0,3.15,1447.0,5013.0,3.46,703.0,2.58,1186
2010,3646.0,668.0,2.72,1025.0,3109.0,3.03,480.0,1.98,-22
2011,3767.0,603.0,2.45,936.0,2074.0,2.22,884.0,3.62,-9
2012,3894.0,685.0,2.8,1067.0,1141.0,1.07,502.0,2.07,13
2013,4088.0,730.0,2.98,1436.0,3019.0,2.1,455.0,1.86,6
2014,4329.0,810.0,3.31,1559.0,2632.0,1.69,528.0,2.17,10
2015,4700.0,972.0,3.98,1867.0,1051.0,0.56,1402.0,5.77,19
2016,4960.0,1031.0,4.3,1990.0,3078.0,1.55,1038.0,4.36,6
2017,5374.0,1197.0,4.9,2159.0,5313.0,2.46,1248.0,5.14,16
2018,5959.0,1554.0,6.61,2513.0,6612.0,2.63,1264.0,5.4,29
2019,6070.0,1491.0,6.91,2466.0,6495.0,2.63,1991.0,9.26,-4
2020,6177.0,1504.0,7.02,2487.0,4021.0,1.62,-1028.0,-4.92,0
