Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2009,182.0,6.0,0.19,21.0,0.0,0.0,17.0,0.57,0
2010,477.0,76.0,1.83,68.0,52.0,0.76,20.0,0.49,1164
2011,538.0,-71.0,-71.0,-39.0,85.0,0.0,10.0,10.0,-193
2012,618.0,3.0,1.5,103.0,145.0,1.41,89.0,44.5,104
2013,683.0,7.0,0.37,113.0,101.0,0.89,50.0,2.78,132
2014,760.0,-16.0,-16.0,98.0,-2.0,-0.0,58.0,58.0,-328
2015,809.0,64.0,1.23,221.0,15.0,0.07,14.0,0.27,500
2016,961.0,35.0,1.34,228.0,522.0,2.29,70.0,2.69,-45
2017,1026.0,78.0,1.45,250.0,528.0,2.11,66.0,1.25,122
2018,2202.0,11.0,1.0,195.0,492.0,2.52,116.0,10.55,-85
2019,1166.0,63.0,1.16,257.0,425.0,1.65,112.0,2.11,472
