Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2009,38.0,8.0,0.2,0.0,0.0,0.0,0.0,0.0,0
2010,141.0,24.0,0.59,43.0,-37.0,-0.0,27.0,0.66,199
2011,158.0,25.0,0.62,44.0,-23.0,-0.0,14.0,0.34,4
2012,171.0,31.0,0.77,54.0,-31.0,-0.0,37.0,0.9,23
2013,187.0,37.0,0.9,62.0,-44.0,-0.0,39.0,0.95,19
2014,187.0,33.0,0.81,57.0,-43.0,-0.0,33.0,0.8,-10
2015,194.0,34.0,0.81,59.0,-49.0,-0.0,37.0,0.88,2
2016,194.0,30.0,0.71,58.0,10.0,0.17,32.0,0.76,-11
2017,199.0,21.0,0.49,45.0,-1.0,-0.0,35.0,0.83,-30
2018,212.0,22.0,0.52,38.0,-10.0,-0.0,29.0,0.69,4
2019,199.0,24.0,0.55,41.0,13.0,0.32,32.0,0.76,9
2020,195.0,18.0,0.4,36.0,20.0,0.56,28.0,0.67,-25
