Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2011,227.0,17.0,0.65,32.0,-162.0,-0.0,23.0,0.88,0
2012,235.0,21.0,0.71,41.0,-115.0,-0.0,25.0,0.83,23
2013,192.0,-12.0,-0.4,-7.0,-39.0,-0.0,-7.0,-0.23,-157
2014,206.0,-11.0,-0.35,8.0,-47.0,-0.0,8.0,0.26,8
2015,234.0,10.0,0.31,31.0,-77.0,-0.0,26.0,0.81,190
2016,268.0,18.0,0.51,40.0,111.0,2.78,30.0,0.86,79
2017,407.0,23.0,0.54,68.0,-41.0,-0.0,25.0,0.58,27
2018,491.0,39.0,0.82,86.0,129.0,1.5,29.0,0.62,69
2019,653.0,45.0,4.08,112.0,-257.0,-0.0,71.0,6.45,15
2020,720.0,60.0,2.97,118.0,-182.0,-0.0,72.0,1.31,33
