Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2011,721.0,-146.0,-3.31,-39.0,971.0,0.0,94.0,2.14,0
2012,705.0,-16.0,-0.32,122.0,912.0,7.48,73.0,1.49,89
2013,676.0,-78.0,-1.54,1.0,817.0,817.0,88.0,1.73,-387
2014,660.0,7.0,0.14,134.0,788.0,5.88,70.0,1.35,108
2015,647.0,24.0,0.46,145.0,714.0,4.92,73.0,1.4,242
2016,612.0,35.0,0.67,155.0,574.0,3.7,80.0,1.51,45
2017,565.0,27.0,0.51,130.0,516.0,3.97,66.0,1.25,-22
2018,541.0,45.0,0.83,104.0,462.0,4.44,57.0,1.06,66
2019,651.0,15.0,0.26,91.0,423.0,4.65,50.0,0.91,-66
2020,774.0,10.0,0.16,84.0,418.0,4.98,40.0,0.71,-33
