Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,154.0,-9.0,-0.34,-6.0,0.0,0.0,-7.0,-0.26,0
2011,236.0,-4.0,-0.16,-1.0,15.0,0.0,1.0,0.04,55
2012,227.0,-33.0,-1.28,-19.0,25.0,0.0,-5.0,-0.19,-727
2013,167.0,-4.0,-0.15,2.0,-3.0,-0.0,6.0,0.22,87
2014,105.0,4.0,0.16,7.0,-6.0,-0.0,2.0,0.07,200
2015,79.0,11.0,0.41,4.0,-7.0,-0.0,-7.0,-0.25,174
2016,56.0,-2.0,-0.06,-2.0,-15.0,-0.0,7.0,0.24,-118
2017,53.0,-16.0,-0.59,-5.0,-9.0,-0.0,-9.0,-0.33,-704
2018,52.0,-6.0,-0.2,-6.0,-6.0,-0.0,-7.0,-0.26,62
2019,54.0,-2.0,-0.06,-2.0,-8.0,-0.0,-2.0,-0.07,66
