Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2011,693.0,-50.0,-1.0,80.0,0.0,0.0,-58.0,-1.16,0
2012,3250.0,48.0,0.94,413.0,1511.0,3.66,215.0,4.22,196
2013,4083.0,-53.0,-1.02,605.0,3010.0,4.98,177.0,3.4,-210
2014,4427.0,213.0,4.09,647.0,2796.0,4.32,370.0,7.12,501
2015,4689.0,147.0,2.67,648.0,3658.0,5.65,359.0,6.53,-30
2016,5037.0,358.0,6.07,842.0,3345.0,3.97,522.0,8.85,143
2017,5005.0,297.0,5.12,761.0,3603.0,4.73,554.0,9.55,-17
2018,3144.0,492.0,13.3,268.0,4120.0,15.37,-1254.0,-33.89,65
2019,3800.0,474.0,3.99,143.0,1723.0,12.05,717.0,6.03,-3
2020,5078.0,414.0,1.28,97.0,2195.0,22.63,827.0,17.6,-12
