Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2008,1839.0,140.0,1.77,230.0,0.0,0.0,0.0,0.0,0
2009,6220.0,429.0,5.63,810.0,65.0,0.08,592.0,7.79,206
2010,7180.0,512.0,6.99,1008.0,180.0,0.18,477.0,6.53,19
2011,8076.0,665.0,9.09,1198.0,181.0,0.15,557.0,7.63,29
2012,8949.0,697.0,9.53,1288.0,112.0,0.09,574.0,7.86,4
2013,9436.0,806.0,11.17,1477.0,112.0,0.08,741.0,10.29,15
2014,9963.0,812.0,11.57,1548.0,257.0,0.17,598.0,8.54,0
2015,9971.0,784.0,11.68,1521.0,1698.0,1.12,677.0,10.1,-3
2016,10135.0,631.0,10.0,1372.0,1972.0,1.44,796.0,12.63,-19
2017,10423.0,620.0,10.14,1321.0,2016.0,1.53,940.0,15.41,-1
2018,11220.0,822.0,13.91,1437.0,1682.0,1.17,904.0,15.32,32
2019,11486.0,895.0,16.55,1517.0,1855.0,1.22,838.0,15.52,8
2020,11688.0,818.0,15.19,1298.0,1849.0,1.42,959.0,18.09,-8
