Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2011,439.0,12.0,0.29,39.0,-74.0,-0.0,32.0,0.76,0
2012,486.0,6.0,0.14,26.0,-53.0,-0.0,4.0,0.1,-50
2013,516.0,20.0,0.47,44.0,-63.0,-0.0,42.0,1.0,232
2014,550.0,19.0,0.45,49.0,-69.0,-0.0,24.0,0.56,-5
2015,615.0,19.0,0.43,44.0,-81.0,-0.0,36.0,0.82,0
2016,568.0,3.0,0.07,18.0,-51.0,-0.0,-3.0,-0.07,-84
2017,584.0,10.0,0.22,33.0,-63.0,-0.0,33.0,0.75,232
2018,609.0,6.0,0.13,29.0,-62.0,-0.0,15.0,0.34,-40
2019,568.0,-1.0,-0.01,13.0,-61.0,-0.0,14.0,0.32,-116
2020,608.0,-8.0,-0.18,9.0,-41.0,-0.0,-10.0,-0.22,-708
