Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2011,178.0,31.0,1.24,46.0,-61.0,-0.0,11.0,0.44,0
2012,217.0,40.0,1.53,57.0,-58.0,-0.0,3.0,0.12,28
2013,214.0,43.0,1.6,69.0,-59.0,-0.0,-1.0,-0.04,7
2014,232.0,24.0,0.78,66.0,-2.0,-0.0,-58.0,-1.87,-44
2015,262.0,30.0,0.9,88.0,-69.0,-0.0,62.0,1.88,24
2016,266.0,23.0,0.63,72.0,-92.0,-0.0,29.0,0.81,-23
2017,283.0,24.0,0.63,47.0,-108.0,-0.0,19.0,0.5,4
2018,284.0,-8.0,-0.22,33.0,-139.0,-0.0,22.0,0.58,-133
2019,-1.0,11.0,1.83,21.0,-62.0,-0.0,-75.0,-12.5,237
2020,78.0,-61.0,-12.2,-27.0,-73.0,-0.0,-50.0,-10.0,-654
