Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2008,593.0,74.0,0.79,0.0,0.0,0.0,0.0,0.0,0
2009,2047.0,237.0,2.57,503.0,714.0,1.42,340.0,3.7,220
2010,2385.0,321.0,3.34,639.0,1070.0,1.67,471.0,4.91,35
2011,2795.0,425.0,4.33,809.0,746.0,0.92,563.0,5.74,32
2012,2991.0,481.0,4.85,910.0,1652.0,1.82,640.0,6.46,13
2013,3237.0,536.0,5.36,982.0,2005.0,2.04,762.0,7.62,11
2014,3549.0,644.0,6.44,1199.0,1591.0,1.33,802.0,8.02,20
2015,3580.0,694.0,6.86,1293.0,2492.0,1.93,892.0,8.83,7
2016,3788.0,658.0,6.45,1297.0,5451.0,4.2,925.0,9.07,-5
2017,4605.0,970.0,9.41,1566.0,4483.0,2.86,1185.0,11.5,47
2018,5073.0,890.0,8.54,1633.0,4577.0,2.8,1213.0,11.66,-8
2019,5365.0,1766.0,16.8,2836.0,4566.0,1.61,1398.0,13.31,98
