Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,240.0,3.0,0.2,25.0,0.0,0.0,21.0,1.4,0
2011,392.0,-11.0,0.33,33.0,-57.0,-0.0,-19.0,0.58,-349
2012,280.0,1.0,0.2,21.0,-34.0,-0.0,-7.0,-1.4,120
2013,274.0,15.0,1.06,15.0,-82.0,-0.0,8.0,0.57,696
2014,271.0,91.0,4.32,10.0,-158.0,-0.0,-24.0,-1.14,474
2015,270.0,-17.0,-17.0,-5.0,-78.0,-0.0,-7.0,-7.0,-117
2016,258.0,-19.0,-19.0,-11.0,-80.0,-0.0,6.0,6.0,-12
2017,247.0,9.0,0.75,15.0,-57.0,-0.0,-4.0,-0.33,155
2018,201.0,-5.0,-5.0,4.0,-55.0,-0.0,7.0,7.0,-139
2019,188.0,10.0,1.43,24.0,-53.0,-0.0,4.0,0.19,375
