Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,183.0,46.0,1.24,30.0,0.0,0.0,18.0,0.49,0
2011,401.0,9.0,0.24,9.0,218.0,24.22,-26.0,-0.7,-80
2012,543.0,18.0,0.49,20.0,305.0,15.25,-49.0,-1.32,99
2013,762.0,231.0,6.24,231.0,311.0,1.35,-93.0,-2.51,1182
2014,478.0,112.0,3.04,113.0,199.0,1.76,-132.0,-3.57,-51
2015,122.0,-329.0,-9.13,-331.0,284.0,0.0,-55.0,-1.53,-393
2016,586.0,46.0,1.24,47.0,280.0,5.96,-35.0,-0.95,113
2017,644.0,-45.0,-1.21,-45.0,645.0,0.0,93.0,2.51,-197
2018,240.0,-352.0,-10.04,-248.0,73.0,0.0,-59.0,-1.69,-682
2019,396.0,-202.0,-5.61,-98.0,81.0,0.0,-37.0,-1.03,42
