Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,5657.0,291.0,1.04,802.0,2229.0,2.78,418.0,1.48,0
2011,5510.0,124.0,0.43,461.0,2006.0,4.35,339.0,1.16,-57
2012,5506.0,399.0,1.37,801.0,1734.0,2.16,442.0,1.52,221
2013,5605.0,473.0,1.65,754.0,1609.0,2.13,468.0,1.63,18
2014,5726.0,376.0,1.36,710.0,2282.0,3.21,473.0,1.71,-20
2015,5914.0,349.0,1.3,761.0,2783.0,3.66,383.0,1.42,-7
2016,13261.0,526.0,1.25,1701.0,11304.0,6.65,1400.0,3.33,50
2017,14741.0,2747.0,5.65,2564.0,10066.0,3.93,528.0,1.09,422
2018,8630.0,-6919.0,-14.64,-7383.0,6519.0,0.0,298.0,0.63,-351
2019,9713.0,106.0,0.26,-75.0,5375.0,0.0,779.0,1.84,101
2020,9887.0,-1022.0,-2.41,-1482.0,5538.0,0.0,1002.0,2.37,-1064
