Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2011,377.0,26.0,2.37,46.0,-1.0,-0.0,14.0,1.27,0
2012,428.0,31.0,3.1,53.0,-1.0,-0.0,8.0,0.8,19
2013,463.0,30.0,3.34,52.0,-1.0,-0.0,-7.0,-0.78,-3
2014,487.0,19.0,2.12,35.0,96.0,2.74,16.0,1.78,-36
2015,528.0,28.0,3.12,48.0,101.0,2.1,9.0,1.0,47
2016,566.0,10.0,1.25,22.0,106.0,4.82,11.0,1.38,-64
2017,585.0,19.0,2.39,35.0,116.0,3.31,5.0,0.63,89
2018,611.0,34.0,4.86,41.0,151.0,3.68,7.0,1.0,78
2019,668.0,45.0,6.41,63.0,151.0,2.4,22.0,3.14,32
2020,723.0,54.0,8.66,73.0,182.0,2.49,16.0,2.67,19
