Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2011,169.0,4.0,0.68,5.0,-40.0,-0.0,1.0,0.17,0
2012,441.0,27.0,4.49,43.0,49.0,1.14,19.0,3.17,573
2013,450.0,8.0,1.15,24.0,29.0,1.21,18.0,2.57,-70
2014,531.0,16.0,2.01,34.0,-11.0,-0.0,41.0,5.13,99
2015,565.0,21.0,2.35,44.0,-37.0,-0.0,27.0,3.0,31
2016,710.0,27.0,3.01,51.0,-47.0,-0.0,37.0,4.11,28
2017,772.0,36.0,4.0,62.0,-86.0,-0.0,39.0,4.33,33
2018,869.0,60.0,6.66,84.0,-138.0,-0.0,49.0,5.44,66
2019,961.0,66.0,7.32,93.0,-166.0,-0.0,26.0,2.89,9
2020,1046.0,80.0,8.88,110.0,-214.0,-0.0,76.0,8.44,21
