Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,54.0,3.0,0.06,6.0,0.0,0.0,1.0,0.02,0
2011,131.0,10.0,0.18,25.0,-93.0,-0.0,17.0,0.31,232
2012,155.0,6.0,0.11,16.0,-103.0,-0.0,17.0,0.3,-40
2013,176.0,-4.0,-0.08,5.0,-91.0,-0.0,10.0,0.19,-166
2014,208.0,-7.0,-0.13,4.0,-49.0,-0.0,8.0,0.15,-75
2015,237.0,-26.0,-0.47,8.0,-48.0,-0.0,10.0,0.18,-271
2016,221.0,-23.0,-0.42,-2.0,-50.0,-0.0,12.0,0.21,11
2017,217.0,-16.0,-0.29,-1.0,-56.0,-0.0,-6.0,-0.11,30
2018,248.0,-24.0,-0.39,-9.0,-66.0,-0.0,-17.0,-0.29,-50
2019,-1.0,-93.0,-1.49,-69.0,3.0,0.0,-104.0,-1.68,-287
