Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2009,467.0,24.0,0.69,98.0,0.0,0.0,-25.0,-0.74,0
2010,1109.0,75.0,2.13,261.0,1062.0,4.07,-9.0,-0.26,212
2011,1116.0,90.0,2.56,269.0,1072.0,3.99,46.0,1.31,19
2012,1068.0,98.0,3.25,286.0,1170.0,4.09,32.0,1.07,8
2013,1154.0,92.0,2.47,292.0,1281.0,4.39,-34.0,-0.92,-6
2014,1202.0,119.0,3.02,313.0,1911.0,6.11,-18.0,-0.46,29
2015,1212.0,149.0,3.14,418.0,1988.0,4.76,86.0,1.83,25
2016,1255.0,162.0,3.42,410.0,2090.0,5.1,1.0,0.02,8
2017,1303.0,160.0,3.39,438.0,2106.0,4.81,47.0,1.0,-1
2018,1189.0,195.0,3.96,447.0,2097.0,4.69,99.0,2.02,21
2019,1256.0,199.0,3.98,453.0,2230.0,4.92,-19.0,-0.38,2
2020,1207.0,177.0,3.54,428.0,2185.0,5.11,15.0,0.3,-11
