Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2008,14811.0,2406.0,1.53,3643.0,0.0,0.0,5442.0,3.48,0
2009,30763.0,5744.0,3.67,9126.0,6524.0,0.71,6186.0,3.98,138
2010,35165.0,4624.0,2.95,8033.0,13466.0,1.68,-1531.0,-0.98,-19
2011,38849.0,4728.0,3.01,8686.0,7317.0,0.84,9727.0,6.21,2
2012,19048.0,5961.0,3.73,4172.0,5302.0,1.27,7518.0,4.72,26
2013,19657.0,2576.0,1.62,3838.0,-1537.0,-0.0,2179.0,1.38,-56
2014,20247.0,2284.0,1.48,4157.0,3385.0,0.81,2598.0,1.7,-11
2015,20405.0,4423.0,2.92,4713.0,2876.0,0.61,1856.0,1.23,93
2016,20853.0,1400.0,0.93,3263.0,3231.0,0.99,2082.0,1.4,-68
2017,27390.0,477.0,0.26,6944.0,18314.0,2.64,4435.0,2.54,-65
2018,30578.0,2368.0,1.31,7071.0,15480.0,2.19,4906.0,2.77,395
2019,31904.0,3687.0,2.04,7730.0,13999.0,1.81,4498.0,2.53,55
2020,32095.0,3579.0,1.98,7779.0,14604.0,1.88,4476.0,2.51,-2
