Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,4182.0,314.0,2.57,1053.0,2008.0,1.91,775.0,6.35,0
2011,5268.0,824.0,6.64,1442.0,1832.0,1.27,1333.0,10.75,162
2012,5153.0,727.0,7.05,1428.0,3919.0,2.74,946.0,9.18,-11
2013,5619.0,1002.0,10.02,1701.0,3978.0,2.34,1182.0,11.82,37
2014,5432.0,962.0,9.62,1611.0,4923.0,3.06,-90.0,-0.9,-3
2015,4074.0,281.0,2.78,1047.0,6954.0,6.64,-1311.0,-12.98,-70
2016,4464.0,301.0,2.98,1014.0,7499.0,7.4,-253.0,-2.5,7
2017,6305.0,886.0,8.68,1549.0,6657.0,4.3,961.0,9.42,194
2018,6716.0,802.0,7.48,1244.0,7207.0,5.79,-460.0,-4.3,-9
2019,6609.0,310.0,2.91,1542.0,8051.0,5.22,-161.0,-1.52,-61
