Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2009,4428.0,594.0,3.77,1020.0,297.0,0.29,480.0,3.06,0
2010,4631.0,561.0,3.57,983.0,114.0,0.12,602.0,3.83,-5
2011,4806.0,634.0,4.12,1033.0,-2.0,-0.0,505.0,3.28,13
2012,4531.0,609.0,4.2,1029.0,444.0,0.43,375.0,2.59,-3
2013,4474.0,632.0,4.65,1070.0,608.0,0.57,473.0,3.48,3
2014,4979.0,604.0,4.48,1166.0,1844.0,1.58,497.0,3.68,-4
2015,5244.0,686.0,5.2,1275.0,1876.0,1.47,539.0,4.08,13
2016,5259.0,728.0,5.61,1252.0,1774.0,1.42,530.0,4.08,6
2017,6822.0,705.0,4.86,1517.0,6452.0,4.25,1024.0,7.06,-3
2018,8665.0,1032.0,6.26,1823.0,7191.0,3.94,-567.0,-3.44,46
