Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2011,334.0,36.0,2.25,57.0,-47.0,-0.0,24.0,1.5,0
2012,340.0,33.0,2.07,54.0,-25.0,-0.0,30.0,1.88,-8
2013,367.0,38.0,2.54,61.0,-27.0,-0.0,45.0,3.0,15
2014,381.0,42.0,2.8,67.0,-4.0,-0.0,32.0,2.13,10
2015,376.0,42.0,3.0,68.0,7.0,0.1,49.0,3.5,0
2016,379.0,51.0,3.65,78.0,15.0,0.19,55.0,3.93,21
2017,379.0,51.0,3.65,81.0,37.0,0.46,33.0,2.36,0
2018,407.0,63.0,4.85,86.0,36.0,0.42,52.0,4.0,23
2019,421.0,54.0,3.84,89.0,54.0,0.61,51.0,3.64,-14
2020,417.0,52.0,3.84,85.0,72.0,0.85,52.0,4.0,-3
