Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2009,531.0,11.0,0.27,26.0,0.0,0.0,-6.0,-0.15,0
2010,1148.0,17.0,0.51,42.0,-163.0,-0.0,35.0,1.06,54
2011,1315.0,29.0,0.67,62.0,-109.0,-0.0,23.0,0.55,70
2012,1388.0,32.0,0.82,71.0,-129.0,-0.0,36.0,0.95,10
2013,1667.0,43.0,1.19,79.0,-107.0,-0.0,74.0,2.06,34
2014,2173.0,64.0,1.59,110.0,179.0,1.63,30.0,0.75,48
2015,2693.0,70.0,1.74,138.0,214.0,1.55,53.0,1.33,9
2016,2748.0,-16.0,2.0,28.0,101.0,3.61,231.0,-28.88,-122
2017,2507.0,54.0,1.57,122.0,88.0,0.72,79.0,2.32,437
2018,2498.0,63.0,1.57,113.0,34.0,0.3,110.0,2.75,16
2019,2367.0,61.0,1.54,101.0,0.0,0.0,65.0,1.67,-3
2020,2309.0,-97.0,-2.71,-83.0,28.0,0.0,69.0,1.86,-258
