Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2011,382.0,6.0,0.66,36.0,-47.0,-0.0,27.0,3.0,0
2012,383.0,15.0,1.67,33.0,-62.0,-0.0,21.0,2.33,149
2013,363.0,14.0,1.56,30.0,-83.0,-0.0,25.0,2.78,-6
2014,319.0,19.0,2.11,34.0,-93.0,-0.0,25.0,2.78,35
2015,311.0,16.0,1.78,34.0,-101.0,-0.0,28.0,3.11,-15
2016,315.0,16.0,1.78,35.0,-74.0,-0.0,12.0,1.33,0
2017,321.0,27.0,3.0,38.0,-61.0,-0.0,11.0,1.22,68
2018,360.0,-37.0,-4.11,-18.0,-7.0,-0.0,25.0,2.78,-236
2019,381.0,-51.0,-6.37,-21.0,16.0,0.0,-6.0,-0.75,-37
2020,336.0,-27.0,-3.38,-3.0,27.0,0.0,19.0,2.38,47
