Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,652.0,3.0,0.25,6.0,0.0,0.0,4.0,0.33,0
2011,1418.0,2.0,0.16,18.0,94.0,5.22,-49.0,-4.08,-33
2012,1340.0,3.0,0.25,25.0,98.0,3.92,7.0,0.58,49
2013,1358.0,6.0,0.54,28.0,120.0,4.29,-15.0,-1.36,99
2014,1354.0,3.0,0.25,25.0,76.0,3.04,47.0,3.92,-50
2015,1659.0,-17.0,-1.42,-12.0,205.0,0.0,-70.0,-5.83,-664
2016,2248.0,17.0,1.41,49.0,136.0,2.78,90.0,7.5,200
2017,2192.0,3.0,0.23,24.0,248.0,10.33,-81.0,-6.23,-82
2018,2162.0,20.0,1.65,51.0,131.0,2.57,127.0,10.58,564
2019,2155.0,23.0,2.16,52.0,152.0,2.92,70.0,7.78,14
