Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2011,475.0,90.0,5.64,153.0,179.0,1.17,194.0,12.13,0
2012,524.0,99.0,6.6,168.0,269.0,1.6,213.0,14.2,9
2013,544.0,101.0,7.77,172.0,389.0,2.26,226.0,17.38,2
2014,597.0,104.0,9.45,170.0,486.0,2.86,238.0,21.64,2
2015,608.0,109.0,12.1,178.0,463.0,2.6,232.0,25.78,4
2016,556.0,85.0,10.64,145.0,362.0,2.5,202.0,25.25,-22
2017,530.0,71.0,8.89,119.0,280.0,2.35,214.0,26.75,-16
2018,546.0,52.0,6.52,109.0,212.0,1.94,210.0,26.25,-26
2019,542.0,36.0,3.99,97.0,242.0,2.49,234.0,26.0,-30
2020,558.0,38.0,4.25,-45.0,571.0,0.0,242.0,34.57,5
