Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,4.0,-8.0,-0.22,-4.0,0.0,0.0,-2.0,-0.05,0
2011,4.0,-21.0,-0.42,-21.0,-29.0,-0.0,-20.0,-0.38,-186
2012,6.0,-19.0,-0.35,-19.0,-107.0,-0.0,-17.0,-0.31,9
2013,4.0,-37.0,-0.44,-35.0,-185.0,-0.0,-32.0,-0.38,-100
2014,4.0,-90.0,-0.94,-91.0,-321.0,-0.0,-67.0,-0.69,-147
2015,4.0,-162.0,-1.62,-164.0,-214.0,-0.0,-123.0,-1.23,-80
2016,18.0,-269.0,-2.31,-269.0,-528.0,-0.0,-213.0,-1.84,-66
2017,123.0,-287.0,-2.35,-288.0,-340.0,-0.0,-220.0,-1.8,-6
2018,222.0,-244.0,-1.92,-245.0,-472.0,-0.0,-170.0,-1.35,15
2019,337.0,-233.0,-1.56,-245.0,-696.0,-0.0,-153.0,-1.04,4
