Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,269.0,16.0,0.35,34.0,-174.0,-0.0,51.0,1.13,0
2011,313.0,19.0,0.42,38.0,-218.0,-0.0,46.0,1.0,18
2012,405.0,30.0,0.64,53.0,-300.0,-0.0,95.0,2.02,57
2013,495.0,51.0,1.06,84.0,-434.0,-0.0,95.0,1.98,69
2014,584.0,62.0,1.28,104.0,-481.0,-0.0,52.0,1.06,21
2015,606.0,24.0,0.51,45.0,-386.0,-0.0,58.0,1.23,-61
2016,592.0,1.0,0.02,27.0,-387.0,-0.0,76.0,1.65,-95
2017,643.0,-1.0,-0.03,24.0,-449.0,-0.0,93.0,2.11,-199
2018,697.0,-61.0,-1.35,26.0,-461.0,-0.0,77.0,1.71,-6061
2019,710.0,4.0,0.08,33.0,-457.0,-0.0,102.0,2.17,106
2020,1039.0,-16.0,-0.34,16.0,-336.0,-0.0,87.0,1.89,-499
