Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2011,105.0,-1.0,-0.04,5.0,-16.0,-0.0,-10.0,-0.38,0
2012,120.0,4.0,0.16,11.0,-21.0,-0.0,5.0,0.18,504
2013,150.0,10.0,0.36,25.0,-44.0,-0.0,20.0,0.71,149
2014,271.0,57.0,1.73,92.0,-143.0,-0.0,22.0,0.67,469
2015,405.0,147.0,4.2,229.0,-211.0,-0.0,97.0,2.77,157
2016,541.0,44.0,1.22,175.0,858.0,4.9,110.0,3.06,-70
2017,631.0,-2.0,-0.06,160.0,759.0,4.74,117.0,3.25,-104
2018,638.0,46.0,1.25,237.0,719.0,3.03,121.0,3.27,2411
2019,653.0,-272.0,-272.0,-192.0,588.0,0.0,166.0,166.0,-691
2020,568.0,-4.0,2.82,136.0,588.0,4.32,116.0,2.9,98
