Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2009,1275.0,63.0,0.98,757.0,0.0,0.0,576.0,9.0,0
2010,2438.0,76.0,0.85,1361.0,7890.0,5.8,-3160.0,-35.91,20
2011,2214.0,-102.0,-2.27,1046.0,6500.0,6.21,2761.0,61.36,-234
2012,1126.0,93.0,0.6,1223.0,5725.0,4.68,2026.0,13.07,191
2013,1200.0,164.0,2.07,1384.0,898.0,0.65,2677.0,33.89,76
2014,639.0,87.0,1.48,340.0,480.0,1.41,-26.0,-0.44,-46
2015,836.0,-131.0,-2.62,-195.0,442.0,0.0,91.0,1.82,-250
2016,654.0,-193.0,-3.76,352.0,356.0,1.01,57.0,1.12,-47
2017,492.0,-194.0,-4.71,-259.0,145.0,0.0,302.0,7.37,0
2018,506.0,-138.0,-3.93,-171.0,161.0,0.0,358.0,11.93,28
