Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,161.0,4.0,0.66,12.0,0.0,0.0,3.0,0.5,0
2011,299.0,-4.0,0.8,1.0,-2.0,-0.0,-32.0,6.4,-199
2012,270.0,-63.0,0.95,-37.0,15.0,0.0,-14.0,0.21,-1478
2013,268.0,-3.0,0.6,2.0,15.0,7.5,-4.0,0.8,95
2014,285.0,-2.0,0.66,2.0,-4.0,-0.0,4.0,-1.33,33
2015,273.0,0.0,0.0,9.0,-9.0,-0.0,5.0,5.0,100
2016,275.0,-1.0,-1.0,6.0,-9.0,-0.0,4.0,4.0,-10100
2017,304.0,29.0,3.21,15.0,10.0,0.67,9.0,1.0,3029
2018,348.0,5.0,0.83,12.0,-1.0,-0.0,16.0,2.67,-82
2019,281.0,6.0,0.66,15.0,-3.0,-0.0,5.0,0.56,19
