Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,10.0,-1.0,-0.04,-1.0,0.0,0.0,-2.0,-0.07,0
2011,20.0,-2.0,-0.07,2.0,128.0,64.0,-4.0,-0.13,-102
2012,23.0,5.0,0.14,6.0,187.0,31.17,11.0,0.3,351
2013,42.0,17.0,0.4,19.0,303.0,15.95,21.0,0.49,239
2014,44.0,14.0,0.23,21.0,373.0,17.76,-7.0,-0.12,-17
2015,63.0,25.0,0.33,29.0,520.0,17.93,52.0,0.67,78
2016,70.0,22.0,0.32,35.0,566.0,16.17,46.0,0.68,-12
2017,87.0,29.0,0.45,42.0,574.0,13.67,57.0,0.88,31
2018,84.0,39.0,0.59,44.0,536.0,12.18,34.0,0.54,34
2019,60.0,28.0,0.41,34.0,533.0,15.68,12.0,0.18,-28
