Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,31.0,4.0,0.17,6.0,0.0,0.0,-2.0,-0.09,0
2011,82.0,11.0,0.42,21.0,-55.0,-0.0,13.0,0.5,174
2012,99.0,18.0,0.7,29.0,-66.0,-0.0,13.0,0.5,63
2013,77.0,12.0,0.46,23.0,-25.0,-0.0,-1.0,-0.04,-33
2014,96.0,9.0,0.35,20.0,18.0,0.9,-35.0,-1.35,-25
2015,85.0,1.0,0.04,12.0,-17.0,-0.0,102.0,3.92,-88
2016,33.0,-5.0,-1.67,6.0,28.0,4.67,-42.0,-14.0,-595
2017,9.0,-115.0,-23.0,-97.0,24.0,0.0,21.0,4.2,-2204
2018,2.0,-184.0,-15.33,-187.0,36.0,0.0,-4.0,-0.33,-60
2019,2.0,-164.0,-13.62,-174.0,36.0,0.0,-9.0,-0.69,10
