Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,18.0,2.0,0.4,0.0,0.0,0.0,0.0,0.0,0
2011,33.0,4.0,0.8,5.0,-1.0,-0.0,-2.0,-0.4,99
2012,31.0,4.0,0.8,4.0,-1.0,-0.0,-4.0,-0.8,0
2013,28.0,2.0,0.4,2.0,-1.0,-0.0,-7.0,-1.4,-50
2014,28.0,2.0,0.4,4.0,-1.0,-0.0,0.0,0.0,0
2015,31.0,-2.0,-0.4,-2.0,-8.0,-0.0,-4.0,-0.8,-199
2016,33.0,0.0,0.0,-1.0,-13.0,-0.0,-4.0,-0.8,100
2017,35.0,-7.0,-1.4,-9.0,-1.0,-0.0,-11.0,-2.2,-70100
2018,32.0,-3.0,-0.6,-3.0,-4.0,-0.0,-6.0,-1.2,57
2019,30.0,-3.0,-0.6,-3.0,-5.0,-0.0,-6.0,-1.2,0
