Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,25.0,12.0,1.33,12.0,0.0,0.0,-6.0,-0.67,0
2011,40.0,4.0,0.44,9.0,121.0,13.44,8.0,0.89,-61
2012,32.0,-2.0,-0.25,-1.0,125.0,0.0,7.0,0.88,-119
2013,49.0,8.0,1.0,15.0,122.0,8.13,10.0,1.25,1009
2014,52.0,6.0,0.76,11.0,152.0,13.82,10.0,1.25,-22
2015,58.0,5.0,0.64,12.0,193.0,16.08,3.0,0.38,-14
2016,59.0,6.0,0.54,12.0,167.0,13.92,3.0,0.27,16
2017,68.0,8.0,0.67,19.0,173.0,9.11,16.0,1.33,28
2018,83.0,15.0,0.98,22.0,264.0,12.0,36.0,2.4,77
2019,87.0,20.0,1.24,28.0,258.0,9.21,21.0,1.31,31
