Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,67.0,-22.0,-0.2,-14.0,0.0,0.0,-2.0,-0.02,0
2011,184.0,-20.0,-1.8,-5.0,-6.0,-0.0,-13.0,-1.18,9
2012,209.0,-15.0,-1.05,0.0,4.0,0.0,-7.0,-0.5,24
2013,213.0,-8.0,0.02,3.0,-22.0,-0.0,33.0,-0.12,46
2014,224.0,-6.0,0.12,9.0,-17.0,-0.0,1.0,-0.02,24
2015,197.0,-21.0,0.1,-3.0,-7.0,-0.0,-8.0,0.04,-250
2016,179.0,0.0,0.0,7.0,-18.0,-0.0,12.0,12.0,100
2017,145.0,-3.0,-3.0,1.0,15.0,15.0,-15.0,-15.0,-30100
2018,123.0,-23.0,-23.0,-13.0,12.0,0.0,1.0,1.0,-669
2019,189.0,-4.0,-0.24,9.0,13.0,1.44,1.0,0.06,82
