Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2009,708.0,74.0,1.38,154.0,0.0,0.0,113.0,2.13,0
2010,1401.0,65.0,1.36,236.0,408.0,1.73,173.0,3.68,-12
2011,1564.0,102.0,2.41,254.0,532.0,2.09,144.0,3.43,56
2012,1576.0,-38.0,2.12,114.0,567.0,4.97,95.0,-5.28,-137
2013,1650.0,-11.0,2.75,136.0,512.0,3.76,152.0,-38.0,71
2014,1755.0,58.0,1.44,196.0,416.0,2.12,96.0,2.4,627
2015,1778.0,64.0,1.59,206.0,345.0,1.67,110.0,2.75,10
2016,1809.0,84.0,2.09,191.0,149.0,0.78,204.0,5.1,31
2017,1805.0,107.0,3.56,151.0,207.0,1.37,117.0,3.9,27
2018,2026.0,148.0,3.98,282.0,-47.0,-0.0,199.0,5.38,38
2019,2352.0,215.0,5.95,354.0,-94.0,-0.0,176.0,4.89,45
2020,2405.0,209.0,5.78,342.0,105.0,0.31,157.0,4.36,-2
