Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2009,317.0,13.0,0.13,24.0,0.0,0.0,27.0,0.27,0
2010,871.0,108.0,0.93,163.0,-350.0,-0.0,102.0,0.89,730
2011,1022.0,92.0,0.77,158.0,-365.0,-0.0,102.0,0.87,-14
2012,1142.0,88.0,0.73,171.0,-334.0,-0.0,32.0,0.27,-4
2013,1171.0,78.0,0.62,162.0,-393.0,-0.0,106.0,0.88,-11
2014,1241.0,124.0,0.98,211.0,-471.0,-0.0,125.0,1.0,58
2015,1223.0,94.0,0.72,202.0,-295.0,-0.0,104.0,0.82,-24
2016,1227.0,81.0,0.64,184.0,-333.0,-0.0,124.0,0.98,-13
2017,1287.0,52.0,0.81,216.0,-411.0,-0.0,152.0,2.38,-35
2018,1358.0,154.0,1.15,240.0,-530.0,-0.0,225.0,1.7,196
2019,1352.0,160.0,1.19,244.0,-431.0,-0.0,186.0,1.41,3
