Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2011,359.0,35.0,1.46,53.0,-85.0,-0.0,-11.0,-0.46,0
2012,340.0,11.0,0.44,40.0,-62.0,-0.0,-4.0,-0.16,-66
2013,336.0,-7.0,-0.28,28.0,-74.0,-0.0,11.0,0.44,-149
2014,317.0,-2.0,-0.08,26.0,-103.0,-0.0,28.0,1.12,83
2015,326.0,-6.0,-0.23,22.0,-105.0,-0.0,27.0,1.04,-405
2016,333.0,-2.0,-0.1,26.0,-85.0,-0.0,37.0,1.68,79
2017,382.0,7.0,0.28,38.0,-113.0,-0.0,43.0,1.79,908
2018,418.0,4.0,0.17,33.0,-40.0,-0.0,4.0,0.17,-37
2019,449.0,-13.0,-13.0,25.0,18.0,0.72,32.0,32.0,-339
2020,454.0,-12.0,-7.2,27.0,16.0,0.59,11.0,0.46,8
