Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,1667.0,17.0,0.47,32.0,0.0,0.0,-18.0,-0.51,0
2011,3679.0,52.0,1.07,95.0,-88.0,-0.0,7.0,0.15,205
2012,3543.0,-8.0,1.0,-23.0,-148.0,-0.0,63.0,-7.88,-115
2013,1974.0,-42.0,0.99,2.0,-177.0,-0.0,34.0,-0.81,-425
2014,2104.0,-36.0,0.98,-6.0,-162.0,-0.0,-3.0,0.08,14
2015,1243.0,-98.0,5.42,-5.0,-215.0,-0.0,79.0,-4.39,-172
2016,752.0,-31.0,6.2,10.0,-149.0,-0.0,-61.0,12.2,68
2017,791.0,39.0,1.78,49.0,-184.0,-0.0,43.0,1.95,225
2018,895.0,223.0,5.85,64.0,-295.0,-0.0,-27.0,-0.71,471
2019,945.0,46.0,1.22,69.0,-97.0,-0.0,61.0,1.65,-79
