Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,2236.0,152.0,4.0,308.0,206.0,0.67,132.0,3.47,0
2011,2805.0,156.0,4.01,352.0,757.0,2.15,223.0,5.72,2
2012,3164.0,198.0,4.83,438.0,442.0,1.01,263.0,6.41,26
2013,3095.0,125.0,2.78,334.0,301.0,0.9,217.0,4.82,-36
2014,3255.0,36.0,0.8,259.0,297.0,1.15,222.0,4.93,-71
2015,3508.0,147.0,3.33,411.0,1469.0,3.57,309.0,7.02,308
2016,3223.0,208.0,4.73,474.0,1126.0,2.38,380.0,8.64,41
2017,3358.0,216.0,4.91,466.0,1001.0,2.15,233.0,5.3,3
2018,3643.0,234.0,5.42,486.0,1059.0,2.18,295.0,6.86,8
2019,3236.0,240.0,5.7,484.0,806.0,1.67,324.0,7.71,2
