Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2009,134.0,14.0,0.42,0.0,0.0,0.0,0.0,0.0,0
2010,615.0,70.0,1.36,124.0,9.0,0.07,91.0,1.75,399
2011,763.0,94.0,1.41,155.0,23.0,0.15,116.0,1.76,34
2012,895.0,105.0,1.58,193.0,111.0,0.58,124.0,1.88,11
2013,1007.0,122.0,1.85,219.0,362.0,1.65,114.0,1.73,16
2014,1131.0,137.0,2.05,250.0,309.0,1.24,175.0,2.61,12
2015,1187.0,152.0,1.8,276.0,335.0,1.21,154.0,1.83,10
2016,1375.0,173.0,2.04,324.0,416.0,1.28,219.0,2.58,13
2017,1523.0,206.0,2.39,370.0,622.0,1.68,248.0,2.88,19
2018,1775.0,284.0,2.09,451.0,473.0,1.05,287.0,2.11,37
2019,2054.0,359.0,2.6,541.0,505.0,0.93,408.0,2.98,26
2020,2094.0,400.0,2.9,556.0,505.0,0.91,439.0,3.2,11
