Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2009,22702.0,3142.0,2.62,6358.0,864.0,0.14,2641.0,2.2,0
2010,26672.0,4265.0,3.41,5805.0,3122.0,0.54,2256.0,1.8,35
2011,36579.0,5007.0,3.71,9460.0,5106.0,0.54,1876.0,1.39,17
2012,41731.0,5519.0,4.14,10774.0,5356.0,0.5,1870.0,1.41,10
2013,45266.0,6774.0,5.12,12796.0,4806.0,0.38,6353.0,4.8,22
2014,48580.0,5506.0,4.26,11811.0,5829.0,0.49,6898.0,5.33,-18
2015,35475.0,2135.0,1.69,7069.0,5965.0,0.84,5909.0,4.66,-61
2016,27810.0,-1627.0,-1.19,2559.0,10359.0,4.05,3576.0,2.64,-176
2017,30440.0,-1513.0,-1.1,2996.0,13110.0,4.38,3280.0,2.36,7
2018,32815.0,2177.0,1.55,6606.0,13274.0,2.01,3453.0,2.48,243
2019,32865.0,2077.0,1.47,6533.0,14393.0,2.2,3233.0,2.31,-4
