Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2009,160.0,23.0,1.03,41.0,0.0,0.0,3.0,0.14,0
2010,229.0,38.0,1.71,65.0,-56.0,-0.0,-16.0,-0.73,65
2011,624.0,128.0,5.8,232.0,-41.0,-0.0,22.0,1.0,236
2012,644.0,103.0,4.66,202.0,-90.0,-0.0,79.0,3.59,-19
2013,665.0,83.0,3.75,170.0,-94.0,-0.0,38.0,1.73,-19
2014,646.0,55.0,2.48,142.0,1.0,0.01,-55.0,-2.5,-33
2015,277.0,-108.0,2.43,-107.0,10.0,0.0,9.0,-0.2,-296
2016,102.0,-78.0,2.42,-75.0,-11.0,-0.0,-26.0,0.81,27
2017,187.0,-251.0,2.4,-201.0,19.0,0.0,-21.0,0.2,-221
2018,208.0,-73.0,2.42,-29.0,15.0,0.0,1.0,-0.03,70
2019,182.0,-85.0,-63.3,-44.0,23.0,0.0,15.0,15.0,-16
