Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,16.0,2.0,0.02,2.0,-39.0,-0.0,-4.0,-0.04,0
2011,15.0,2.0,0.12,2.0,-46.0,-0.0,1.0,0.07,0
2012,16.0,70.0,3.31,91.0,-71.0,-0.0,-15.0,-0.71,2258
2013,17.0,2.0,0.66,6.0,-72.0,-0.0,1.0,0.33,-95
2014,21.0,5.0,0.2,7.0,-43.0,-0.0,2.0,0.08,99
2015,18.0,5.0,0.2,5.0,-51.0,-0.0,2.0,0.08,0
2016,18.0,4.0,0.16,6.0,-51.0,-0.0,-2.0,-0.09,-16
2017,14.0,2.0,0.08,2.0,-51.0,-0.0,2.0,0.09,-40
2018,14.0,0.0,0.0,0.0,-51.0,0.0,-3.0,-3.0,-66
2019,11.0,-8.0,-0.37,-2.0,-47.0,-0.0,-8.0,-0.38,-793
2020,8.0,-10.0,-0.45,-4.0,-46.0,-0.0,-8.0,-0.38,-28
