Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,272.0,23.0,1.1,46.0,10.0,0.22,31.0,1.48,0
2011,334.0,33.0,1.5,66.0,-35.0,-0.0,41.0,1.86,43
2012,396.0,48.0,2.18,89.0,-67.0,-0.0,28.0,1.27,45
2013,402.0,55.0,2.5,94.0,-105.0,-0.0,25.0,1.14,14
2014,416.0,59.0,2.56,102.0,-113.0,-0.0,21.0,0.91,7
2015,443.0,57.0,2.49,99.0,-117.0,-0.0,50.0,2.17,-3
2016,596.0,62.0,2.7,129.0,324.0,2.51,64.0,2.78,8
2017,613.0,69.0,2.99,140.0,231.0,1.65,81.0,3.52,11
2018,672.0,84.0,3.5,155.0,119.0,0.77,103.0,4.29,21
2019,700.0,104.0,4.32,160.0,15.0,0.09,90.0,3.75,23
2020,722.0,122.0,5.08,183.0,-38.0,-0.0,101.0,4.21,17
