Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,48.0,11.0,0.55,9.0,0.0,0.0,6.0,0.3,0
2011,119.0,4.0,0.22,12.0,-198.0,-0.0,27.0,1.59,-63
2012,136.0,5.0,0.11,7.0,-211.0,-0.0,23.0,0.66,24
2013,164.0,-8.0,0.11,5.0,-189.0,-0.0,18.0,-0.32,-259
2014,220.0,7.0,0.29,19.0,-200.0,-0.0,68.0,2.96,187
2015,270.0,14.0,0.56,29.0,-148.0,-0.0,71.0,2.84,99
2016,334.0,1.0,0.33,16.0,-165.0,-0.0,79.0,26.33,-92
2017,989.0,98.0,2.38,208.0,-252.0,-0.0,278.0,6.78,9602
2018,1202.0,72.0,1.39,385.0,52.0,0.14,415.0,8.14,-26
2019,1258.0,-14.0,-0.28,300.0,72.0,0.24,332.0,6.78,-119
2020,1273.0,-16.0,-0.32,287.0,11.0,0.04,304.0,6.33,-14
