Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2011,77.0,-9.0,-0.6,-6.0,-10.0,-0.0,-11.0,-0.73,0
2012,80.0,-15.0,-0.83,-11.0,-19.0,-0.0,-12.0,-0.67,-66
2013,102.0,-22.0,-1.06,-19.0,-55.0,-0.0,-13.0,-0.62,-46
2014,134.0,-33.0,-1.18,-30.0,-124.0,-0.0,-38.0,-1.36,-50
2015,180.0,-31.0,-1.0,-28.0,-84.0,-0.0,-38.0,-1.23,6
2016,176.0,-54.0,-1.7,-50.0,-61.0,-0.0,-25.0,-0.78,-74
2017,203.0,0.0,0.0,1.0,-108.0,-0.0,14.0,0.44,100
2018,215.0,2.0,0.06,6.0,-117.0,-0.0,4.0,0.12,19900
2019,247.0,1.0,0.03,2.0,-122.0,-0.0,5.0,0.15,-50
2020,263.0,-6.0,-0.16,-4.0,-108.0,-0.0,0.0,0.0,-694
