Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2011,366.0,30.0,0.64,44.0,0.0,0.0,9.0,0.19,0
2012,780.0,38.0,0.98,136.0,447.0,3.29,90.0,2.31,26
2013,837.0,57.0,1.44,153.0,353.0,2.31,104.0,2.6,49
2014,905.0,59.0,1.11,156.0,231.0,1.48,156.0,2.94,3
2015,1126.0,35.0,0.59,167.0,407.0,2.44,165.0,2.8,-40
2016,1128.0,22.0,0.36,143.0,330.0,2.31,126.0,2.03,-37
2017,1059.0,-26.0,-0.42,122.0,438.0,3.59,142.0,2.29,-218
2018,1132.0,-3.0,-0.04,158.0,429.0,2.72,138.0,2.19,88
2019,1228.0,69.0,1.04,197.0,380.0,1.93,178.0,2.7,2407
2020,1302.0,33.0,0.46,177.0,437.0,2.47,202.0,3.01,-52
