Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,1512.0,335.0,3.16,1002.0,782.0,0.78,259.0,2.44,0
2011,1872.0,490.0,4.19,1318.0,1365.0,1.04,-348.0,-2.97,46
2012,2171.0,412.0,3.52,1429.0,1756.0,1.23,-576.0,-4.92,-15
2013,2827.0,365.0,3.1,1587.0,1954.0,1.23,316.0,2.68,-11
2014,3023.0,64.0,0.53,1415.0,5524.0,3.9,-1000.0,-8.2,-82
2015,2092.0,-2218.0,-46.2,-1372.0,5181.0,0.0,-902.0,-18.79,-3565
2016,1283.0,-1338.0,-21.58,638.0,3480.0,5.45,358.0,5.77,39
2017,1480.0,-1235.0,-13.73,-549.0,2843.0,0.0,671.0,7.46,7
2018,2080.0,341.0,3.73,1352.0,2711.0,2.01,280.0,3.08,127
2019,1570.0,-239.0,-2.6,865.0,2790.0,3.23,28.0,0.31,-170
