Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2009,0.0,-2.0,-0.09,-2.0,0.0,0.0,0.0,0.0,0
2010,0.0,-3.0,0.2,-3.0,-66.0,-0.0,-6.0,0.4,-50
2011,4.0,-63.0,0.17,-62.0,-104.0,-0.0,-41.0,0.12,-2007
2012,4.0,-94.0,0.17,-94.0,-73.0,-0.0,-80.0,0.16,-49
2013,4.0,-54.0,0.17,-54.0,-68.0,-0.0,-62.0,0.22,42
2014,4.0,-30.0,0.17,-29.0,-42.0,-0.0,-37.0,0.24,44
2015,4.0,-119.0,0.17,-119.0,-140.0,-0.0,-2.0,0.0,-296
2016,4.0,-164.0,0.18,-163.0,-81.0,-0.0,-62.0,0.07,-37
2017,4.0,-52.0,0.17,-52.0,-70.0,-0.0,-57.0,0.21,68
2018,1.0,-52.0,1.56,-52.0,-61.0,-0.0,-49.0,1.48,0
2019,0.0,-112.0,-99.64,-113.0,-88.0,-0.0,-41.0,-41.0,-115
