Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,191.0,12.0,0.46,9.0,0.0,0.0,8.0,0.31,0
2011,464.0,39.0,1.45,63.0,-183.0,-0.0,45.0,1.67,224
2012,435.0,18.0,0.65,36.0,-138.0,-0.0,31.0,1.11,-53
2013,486.0,26.0,0.9,43.0,-186.0,-0.0,38.0,1.31,44
2014,555.0,36.0,1.21,63.0,-221.0,-0.0,27.0,0.9,38
2015,614.0,42.0,1.39,77.0,-212.0,-0.0,17.0,0.57,16
2016,658.0,39.0,1.39,73.0,-253.0,-0.0,107.0,3.82,-7
2017,882.0,49.0,1.75,101.0,-165.0,-0.0,53.0,1.89,25
2018,1091.0,86.0,3.05,143.0,-161.0,-0.0,41.0,1.46,75
2019,1212.0,84.0,2.99,134.0,-256.0,-0.0,105.0,3.75,-2
2020,1167.0,44.0,1.57,90.0,-262.0,-0.0,92.0,3.29,-47
