Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,234.0,23.0,0.69,41.0,0.0,0.0,-4.0,-0.12,0
2011,511.0,51.0,1.49,94.0,-50.0,-0.0,19.0,0.56,121
2012,569.0,69.0,1.95,111.0,-27.0,-0.0,33.0,0.94,35
2013,662.0,80.0,2.27,137.0,-60.0,-0.0,35.0,1.0,15
2014,749.0,88.0,2.49,151.0,-47.0,-0.0,31.0,0.89,9
2015,800.0,91.0,2.59,160.0,-78.0,-0.0,70.0,2.0,3
2016,858.0,103.0,3.09,185.0,-149.0,-0.0,101.0,3.06,13
2017,901.0,105.0,2.9,197.0,-71.0,-0.0,69.0,1.92,1
2018,972.0,132.0,4.11,198.0,-43.0,-0.0,50.0,1.56,25
2019,989.0,82.0,2.54,129.0,-68.0,-0.0,67.0,2.09,-37
2020,1003.0,81.0,2.51,126.0,-62.0,-0.0,74.0,2.31,-1
