Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,12.0,-49.0,-49.0,-13.0,0.0,0.0,-23.0,-23.0,0
2011,36.0,-82.0,-1.95,-72.0,-9.0,-0.0,-82.0,-1.95,-67
2012,43.0,-47.0,-0.59,-33.0,-13.0,-0.0,-52.0,-0.65,42
2013,30.0,-79.0,-6.08,-61.0,-44.0,-0.0,-43.0,-3.31,-68
2014,26.0,10.0,0.58,68.0,-20.0,-0.0,-80.0,-4.71,112
2015,26.0,28.0,1.33,-44.0,-134.0,-0.0,-65.0,-3.1,179
2016,27.0,-67.0,-2.8,-62.0,-70.0,-0.0,-74.0,-3.08,-339
2017,9.0,-125.0,-4.63,-117.0,-293.0,-0.0,-77.0,-2.85,-86
2018,0.0,-123.0,-3.31,-129.0,-481.0,-0.0,-111.0,-3.0,1
2019,3.0,-418.0,-9.71,-430.0,-226.0,-0.0,-117.0,-2.72,-239
