Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2011,258.0,-13.0,-0.5,5.0,-38.0,-0.0,19.0,0.73,0
2012,290.0,-11.0,-0.41,6.0,-31.0,-0.0,0.0,0.0,15
2013,353.0,1.0,0.03,19.0,-32.0,-0.0,2.0,0.07,109
2014,384.0,5.0,0.18,32.0,-2.0,-0.0,-5.0,-0.19,395
2015,465.0,-8.0,-0.3,21.0,105.0,5.0,14.0,0.52,-259
2016,577.0,-4.0,-0.15,38.0,100.0,2.63,8.0,0.3,49
2017,577.0,1.0,0.03,31.0,76.0,2.45,30.0,1.07,125
2018,519.0,-94.0,-3.35,-66.0,70.0,0.0,10.0,0.36,-9406
2019,706.0,-3.0,-0.11,36.0,70.0,1.94,-13.0,-0.45,96
2020,729.0,6.0,0.19,48.0,58.0,1.21,5.0,0.17,300
