Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2011,580.0,34.0,2.25,66.0,37.0,0.56,55.0,3.67,0
2012,608.0,29.0,3.61,74.0,-4.0,-0.0,40.0,5.0,-14
2013,671.0,42.0,3.49,75.0,-1.0,-0.0,48.0,4.0,44
2014,715.0,42.0,4.2,82.0,-29.0,-0.0,52.0,5.2,0
2015,770.0,53.0,4.81,94.0,5.0,0.05,42.0,3.82,26
2016,749.0,50.0,3.83,87.0,-29.0,-0.0,62.0,4.77,-5
2017,753.0,45.0,3.73,85.0,103.0,1.21,39.0,3.25,-10
2018,867.0,35.0,4.37,112.0,84.0,0.75,43.0,5.38,-22
2019,790.0,66.0,5.49,106.0,104.0,0.98,42.0,3.5,88
2020,788.0,62.0,5.16,102.0,88.0,0.86,49.0,4.08,-6
