Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2009,1876.0,-23.0,-0.07,39.0,0.0,0.0,48.0,0.17,0
2010,4964.0,154.0,0.47,408.0,2355.0,5.77,548.0,1.72,769
2011,5880.0,288.0,0.87,552.0,2987.0,5.41,216.0,0.67,87
2012,6412.0,302.0,0.89,668.0,2662.0,3.99,143.0,0.44,4
2013,7132.0,347.0,1.03,736.0,846.0,1.15,590.0,1.78,14
2014,9101.0,511.0,1.51,1053.0,1616.0,1.53,492.0,1.47,47
2015,10915.0,557.0,1.64,1204.0,3889.0,3.23,514.0,1.53,8
2016,17443.0,583.0,1.7,1259.0,3041.0,2.42,427.0,1.26,4
2017,18730.0,702.0,2.04,1587.0,2160.0,1.36,717.0,2.11,20
2018,21579.0,1064.0,3.07,1864.0,2322.0,1.25,905.0,2.64,51
2019,24072.0,1290.0,3.77,1806.0,1773.0,0.98,933.0,2.74,21
