Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,357.0,8.0,1.14,70.0,347.0,4.96,-22.0,-3.14,0
2011,351.0,16.0,1.77,74.0,368.0,4.97,-9.0,-1.0,99
2012,351.0,18.0,1.5,82.0,327.0,3.99,-2.0,-0.17,12
2013,365.0,20.0,1.66,90.0,337.0,3.74,7.0,0.58,11
2014,424.0,23.0,1.91,100.0,353.0,3.53,-8.0,-0.67,14
2015,425.0,24.0,1.99,107.0,359.0,3.36,10.0,0.83,4
2016,381.0,25.0,2.07,110.0,412.0,3.75,-29.0,-2.42,4
2017,405.0,28.0,2.14,115.0,439.0,3.82,-34.0,-2.62,11
2018,442.0,31.0,2.37,114.0,481.0,4.22,-26.0,-2.0,10
2019,437.0,43.0,3.05,131.0,510.0,3.89,-14.0,-1.0,38
2020,415.0,32.0,2.27,116.0,507.0,4.37,-30.0,-2.14,-25
